Type,Date,Album,No,Name
album,2005.01.20,周杰伦2004无与伦比演唱会,010,乱舞春秋
album,2005.01.20,周杰伦2004无与伦比演唱会,011,星晴+回到过去+爱我别走
album,2005.01.20,周杰伦2004无与伦比演唱会,012,我的地盘
album,2005.01.20,周杰伦2004无与伦比演唱会,013,爱情悬崖
album,2005.01.20,周杰伦2004无与伦比演唱会,014,搁浅
album,2005.01.20,周杰伦2004无与伦比演唱会,015,借口
album,2005.01.20,周杰伦2004无与伦比演唱会,016,瓦解
album,2005.01.20,周杰伦2004无与伦比演唱会,017,双刀+双截棍+龙拳
album,2005.01.20,周杰伦2004无与伦比演唱会,018,困兽之斗
album,2005.01.20,周杰伦2004无与伦比演唱会,019,倒带
album,2005.01.20,周杰伦2004无与伦比演唱会,020,简单爱
album,2005.01.20,周杰伦2004无与伦比演唱会,021,七里香
album,2005.01.20,周杰伦2004无与伦比演唱会,022,外婆
album,2005.01.20,周杰伦2004无与伦比演唱会,023,断了的弦
album,2005.01.20,周杰伦2004无与伦比演唱会,024,东风破
album,2005.01.20,周杰伦2004无与伦比演唱会,025,轨迹
album,2005.08.31,Initial J,001,可爱女人
album,2005.08.31,Initial J,002,黑色幽默
album,2005.08.31,Initial J,003,忍者
album,2005.08.31,Initial J,004,双截棍
album,2005.08.31,Initial J,005,最后的战役
album,2005.08.31,Initial J,006,以父之名
album,2005.08.31,Initial J,007,东风破
album,2005.08.31,Initial J,008,双刀
album,2005.08.31,Initial J,009,七里香
album,2005.08.31,Initial J,010,外婆
album,2005.08.31,Initial J,011,飘移
album,2005.08.31,Initial J,012,一路向北
album,2005.11.01,11月的萧邦,001,夜曲
album,2005.11.01,11月的萧邦,002,蓝色风暴
album,2005.11.01,11月的萧邦,003,发如雪
album,2005.11.01,11月的萧邦,004,黑色毛衣
album,2005.11.01,11月的萧邦,005,四面楚歌
album,2005.11.01,11月的萧邦,006,枫
album,2005.11.01,11月的萧邦,007,浪漫手机
album,2005.11.01,11月的萧邦,008,逆鳞
album,2005.11.01,11月的萧邦,009,麦芽糖
album,2005.11.01,11月的萧邦,010,珊瑚海
album,2005.11.01,11月的萧邦,011,漂移
album,2005.11.01,11月的萧邦,012,一路向北
album,2006.01.20,霍元甲,001,霍元甲
album,2006.01.20,霍元甲,002,献世 (粤语Live版)
album,2006.09.05,依然范特西,001,夜的第七章
album,2006.09.05,依然范特西,002,听妈妈的话
album,2006.09.05,依然范特西,003,千里之外
album,2006.09.05,依然范特西,004,本草纲目
album,2006.09.05,依然范特西,005,退后
album,2006.09.05,依然范特西,006,红模仿
album,2006.09.05,依然范特西,007,心雨
album,2006.09.05,依然范特西,008,白色风车
album,2006.09.05,依然范特西,009,迷迭香
album,2006.09.05,依然范特西,010,菊花台
album,2006.12.08,黄金甲,001,黄金甲
album,2006.12.08,黄金甲,002,菊花台（杰伦钢琴演奏版）
album,2007.08.13,不能说的秘密,001,Opening
album,2007.08.13,不能说的秘密,002,脚踏车
album,2007.08.13,不能说的秘密,003,早操
album,2007.08.13,不能说的秘密,004,淡水海边
album,2007.08.13,不能说的秘密,005,斗琴
album,2007.08.13,不能说的秘密,006,湘伦小雨四手联弹
album,2007.08.13,不能说的秘密,007,Ride With Me
album,2007.08.13,不能说的秘密,008,父与子
album,2007.08.13,不能说的秘密,009,情人的眼泪
album,2007.08.13,不能说的秘密,010,First Kiss
album,2007.08.13,不能说的秘密,011,女孩別为我哭泣
album,2007.08.13,不能说的秘密,012,晴天娃娃
album,2007.08.13,不能说的秘密,013,阿郎与阿宝
album,2007.08.13,不能说的秘密,014,与父共舞
album,2007.08.13,不能说的秘密,015,路小雨
album,2007.08.13,不能说的秘密,016,The Swan
album,2007.08.13,不能说的秘密,017,Flash Back
album,2007.08.13,不能说的秘密,018,Secret (慢板)
album,2007.08.13,不能说的秘密,019,Angel
album,2007.08.13,不能说的秘密,020,小雨写立可白Ⅰ
album,2007.08.13,不能说的秘密,021,小雨写立可白Ⅱ
album,2007.08.13,不能说的秘密,022,Secret (加长快板)
album,2007.08.13,不能说的秘密,023,琴房
album,2007.08.13,不能说的秘密,024,Ending
album,2007.08.13,不能说的秘密,025,不能说的秘密
album,2007.11.02,我很忙,001,牛仔很忙
album,2007.11.02,我很忙,002,彩虹
album,2007.11.02,我很忙,003,青花瓷
album,2007.11.02,我很忙,004,阳光宅男
album,2007.11.02,我很忙,005,蒲公英的约定
album,2007.11.02,我很忙,006,无双
album,2007.11.02,我很忙,007,我不配(距离)
album,2007.11.02,我很忙,008,扯
album,2007.11.02,我很忙,009,甜甜的
album,2007.11.02,我很忙,010,最长的电影
album,2008.01.30,2007世界巡回演唱会,001,黄金甲
album,2008.01.30,2007世界巡回演唱会,002,无双
album,2008.01.30,2007世界巡回演唱会,003,不能说的秘密
album,2008.01.30,2007世界巡回演唱会,004,退后
album,2008.01.30,2007世界巡回演唱会,005,甜甜的
album,2008.01.30,2007世界巡回演唱会,006,最长的电影
album,2008.01.30,2007世界巡回演唱会,007,蒲公英的约定
album,2008.01.30,2007世界巡回演唱会,008,白色风车
album,2008.01.30,2007世界巡回演唱会,009,菊花台
album,2008.01.30,2007世界巡回演唱会,010,麦芽糖
album,2008.01.30,2007世界巡回演唱会,011,牛仔很忙
album,2008.01.30,2007世界巡回演唱会,012,听妈妈的话
album,2008.01.30,2007世界巡回演唱会,013,本草纲目
album,2008.01.30,2007世界巡回演唱会,014,千里之外
album,2008.01.30,2007世界巡回演唱会,015,夜曲
album,2008.01.30,2007世界巡回演唱会,016,迷迭香
album,2008.01.30,2007世界巡回演唱会,017,阳光宅男
album,2008.01.30,2007世界巡回演唱会,018,发如雪
album,2008.01.30,2007世界巡回演唱会,019,霍元甲
album,2008.01.30,2007世界巡回演唱会,020,双截棍
album,2008.01.30,2007世界巡回演唱会,021,周大侠
album,2008.10.15,魔杰座,001,龙战骑士
album,2008.10.15,魔杰座,002,给我一首歌的时间
album,2008.10.15,魔杰座,003,蛇舞
album,2008.10.15,魔杰座,004,花海
album,2008.10.15,魔杰座,005,魔术先生
album,2008.10.15,魔杰座,006,说好的幸福呢
album,2008.10.15,魔杰座,007,兰亭序
album,2008.10.15,魔杰座,008,流浪诗人
album,2008.10.15,魔杰座,009,时光机
album,2008.10.15,魔杰座,010,乔克叔叔
album,2008.10.15,魔杰座,011,稻香
album,2010.05.18,跨时代,001,跨时代
album,2010.05.18,跨时代,002,说了再见
album,2010.05.18,跨时代,003,烟花易冷
album,2010.05.18,跨时代,004,免费教学录影带
album,2010.05.18,跨时代,005,好久不见
album,2010.05.18,跨时代,006,雨下一整晚
album,2010.05.18,跨时代,007,嘻哈空姐
album,2010.05.18,跨时代,008,我落泪情绪零碎
album,2010.05.18,跨时代,009,爱的飞行日记
album,2010.05.18,跨时代,010,自导自演
album,2010.05.18,跨时代,011,超人不会飞
album,2011.01.25,The Era 2010 超时代演唱会,001,龙战骑士(Live)
album,2011.01.25,The Era 2010 超时代演唱会,002,跨时代(Live)
album,2011.01.25,The Era 2010 超时代演唱会,003,蛇舞(Live)
album,2011.01.25,The Era 2010 超时代演唱会,004,爱在西元前(Live)
album,2011.01.25,The Era 2010 超时代演唱会,005,我不配(Live)
album,2011.01.25,The Era 2010 超时代演唱会,006,嘻哈空姐(Live)
album,2011.01.25,The Era 2010 超时代演唱会,007,威廉古堡(Live)
album,2011.01.25,The Era 2010 超时代演唱会,008,魔术先生(Live)
album,2011.01.25,The Era 2010 超时代演唱会,009,黑色幽默(Live)
album,2011.01.25,The Era 2010 超时代演唱会,010,想你就写信(Live)
album,2011.01.25,The Era 2010 超时代演唱会,011,你是我的OK绷(Live)
album,2011.01.25,The Era 2010 超时代演唱会,012,稻香(Live)
album,2011.01.25,The Era 2010 超时代演唱会,013,阳光宅男(Live)
album,2011.01.25,The Era 2010 超时代演唱会,014,龙卷风(Live)
album,2011.01.25,The Era 2010 超时代演唱会,015,说好的幸福呢＋淘汰＋青花瓷(Live)
album,2011.01.25,The Era 2010 超时代演唱会,016,免费教学录影带(Live)
album,2011.01.25,The Era 2010 超时代演唱会,017,时光机(Live)
album,2011.01.25,The Era 2010 超时代演唱会,018,爸，我回来了＋心事谁人知(Live)
album,2011.01.25,The Era 2010 超时代演唱会,019,雨下一整晚(Live)
album,2011.01.25,The Era 2010 超时代演唱会,020,爱的飞行日记(Live)
album,2011.01.25,The Era 2010 超时代演唱会,021,以父之名(Live)
album,2011.01.25,The Era 2010 超时代演唱会,022,开不了口(Live)
album,2011.01.25,The Era 2010 超时代演唱会,023,给我一首歌的时间(Live)
album,2011.01.25,The Era 2010 超时代演唱会,024,东风破(Live)
album,2011.01.25,The Era 2010 超时代演唱会,025,双截棍(Live)
album,2011.11.11,惊叹号！,001,惊叹号
album,2011.11.11,惊叹号！,002,迷魂曲
album,2011.11.11,惊叹号！,003,Mine Mine
album,2011.11.11,惊叹号！,004,公主病
album,2011.11.11,惊叹号！,005,你好吗
album,2011.11.11,惊叹号！,006,疗伤烧肉粽
album,2011.11.11,惊叹号！,007,琴伤
album,2011.11.11,惊叹号！,008,水手怕水
album,2011.11.11,惊叹号！,009,世界未末日
album,2011.11.11,惊叹号！,010,皮影戏
album,2011.11.11,惊叹号！,011,超跑女神
album,2012.12.28,12新作,001,四季列车
album,2012.12.28,12新作,002,手语
album,2012.12.28,12新作,003,公公偏头痛
album,2012.12.28,12新作,004,明明就
album,2012.12.28,12新作,005,傻笑
album,2012.12.28,12新作,006,比较大的大提琴
album,2012.12.28,12新作,007,爱你没差
album,2012.12.28,12新作,008,红尘客栈
album,2012.12.28,12新作,009,梦想启动
album,2012.12.28,12新作,010,大笨钟
album,2012.12.28,12新作,011,哪里都是你
album,2012.12.28,12新作,012,乌克丽丽
album,2013.07.08,天台,001,美术馆
album,2013.07.08,天台,002,保龄男孩
album,2013.07.08,天台,003,波爷
album,2013.07.08,天台,004,美景
album,2013.07.08,天台,005,浪子膏
album,2013.07.08,天台,006,天台
album,2013.07.08,天台,007,气势
album,2013.07.08,天台,008,龙门澡堂
album,2013.07.08,天台,009,打架舞
album,2013.07.08,天台,010,IF
album,2013.07.08,天台,011,快门慢舞
album,2013.07.08,天台,012,阿郎的童年
album,2013.07.08,天台,013,Strike
album,2013.07.08,天台,014,热血码头
album,2013.07.08,天台,015,钱难赚
album,2013.07.08,天台,016,水管的友情
album,2013.07.08,天台,017,逛夜市
album,2013.07.08,天台,018,情人湖夜市
album,2013.07.08,天台,019,捞金鱼
album,2013.07.08,天台,020,骰子
album,2013.07.08,天台,021,大明星
album,2013.07.08,天台,022,屋顶上的愿望
album,2013.07.08,天台,023,You're My Everything
album,2013.07.08,天台,024,英雄之歌
album,2013.07.08,天台,025,天台的月光
album,2013.07.08,天台,026,竹竿舞
album,2013.07.08,天台,027,狗仔舞
album,2013.07.08,天台,028,威少的陷阱
album,2013.07.08,天台,029,哪里都是你
album,2013.07.08,天台,030,兄弟的安慰
album,2013.07.08,天台,031,悲剧的序幕
album,2013.07.08,天台,032,无助
album,2013.07.08,天台,033,亡命追逐
album,2013.07.08,天台,034,Goodbye
album,2013.07.08,天台,035,天台的月光 [吉他版]
album,2014.12.26,哎呦，不错哦,001,阳明山
album,2014.12.26,哎呦，不错哦,002,窃爱
album,2014.12.26,哎呦，不错哦,003,算什么男人
album,2014.12.26,哎呦，不错哦,004,天涯过客
album,2014.12.26,哎呦，不错哦,005,怎么了
album,2014.12.26,哎呦，不错哦,006,一口气全念对
album,2014.12.26,哎呦，不错哦,007,我要夏天
album,2014.12.26,哎呦，不错哦,008,手写的从前
album,2014.12.26,哎呦，不错哦,009,鞋子特大号
album,2014.12.26,哎呦，不错哦,010,听爸爸的话
album,2014.12.26,哎呦，不错哦,011,美人鱼
album,2014.12.26,哎呦，不错哦,012,听见下雨的声音
album,2016.05.10,摩天轮世界巡回演唱会,001,惊叹号
album,2016.05.10,摩天轮世界巡回演唱会,002,龙拳
album,2016.05.10,摩天轮世界巡回演唱会,003,最后的战役
album,2016.05.10,摩天轮世界巡回演唱会,004,天台
album,2016.05.10,摩天轮世界巡回演唱会,005,比较大的大提琴
album,2016.05.10,摩天轮世界巡回演唱会,006,快门慢舞
album,2016.05.10,摩天轮世界巡回演唱会,007,打架舞
album,2016.05.10,摩天轮世界巡回演唱会,008,哪里都是你
album,2016.05.10,摩天轮世界巡回演唱会,009,一路向北
album,2016.05.10,摩天轮世界巡回演唱会,010,不能说的秘密
album,2016.05.10,摩天轮世界巡回演唱会,011,双截棍
album,2016.05.10,摩天轮世界巡回演唱会,012,明明就
album,2016.05.10,摩天轮世界巡回演唱会,013,Mine Mine
album,2016.05.10,摩天轮世界巡回演唱会,014,龙卷风
album,2016.05.10,摩天轮世界巡回演唱会,015,公公偏头痛
album,2016.05.10,摩天轮世界巡回演唱会,016,青花瓷
album,2016.05.10,摩天轮世界巡回演唱会,017,斗牛+水手怕水+大笨钟
album,2016.05.10,摩天轮世界巡回演唱会,018,彩虹+轨迹
album,2016.05.10,摩天轮世界巡回演唱会,019,手语
album,2016.05.10,摩天轮世界巡回演唱会,020,开不了口
album,2016.05.10,摩天轮世界巡回演唱会,021,乌克丽丽
album,2016.05.10,摩天轮世界巡回演唱会,022,阳光宅男
album,2016.06.24,周杰伦的床边故事,001,床边故事
album,2016.06.24,周杰伦的床边故事,002,说走就走
album,2016.06.24,周杰伦的床边故事,003,一点点
album,2016.06.24,周杰伦的床边故事,004,前世情人
album,2016.06.24,周杰伦的床边故事,005,英雄
album,2016.06.24,周杰伦的床边故事,006,不该
album,2016.06.24,周杰伦的床边故事,007,土耳其冰淇淋
album,2016.06.24,周杰伦的床边故事,008,告白气球
album,2016.06.24,周杰伦的床边故事,009,Now You See Me
album,2016.06.24,周杰伦的床边故事,010,爱情废柴
album,2019.11.01,周杰伦地表最强世界巡回演唱会,001,英雄 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,002,双截棍 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,003,开不了口 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,004,床边故事 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,005,夜曲+窃爱 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,006,以父之名 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,007,美人鱼 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,008,伟俊 - 我要夏天 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,009,我的时代 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,010,晴天 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,011,稻香 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,012,青花瓷 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,013,爱的飞行日记 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,014,枫+退后+搁浅 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,015,爸 我回来了 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,016,鞋子特大号 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,017,半岛铁盒 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,018,印地安老斑鸠 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,019,大笨钟+暗号+彩虹+龙卷风 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,020,土耳其冰淇淋 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,021,NOW YOU SEE ME  (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,022,告白气球 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,023,爷爷泡的茶 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,024,七里香 (Live)
album,2019.11.01,周杰伦地表最强世界巡回演唱会,025,说走就走 (Live)
album,2022.07.15,最伟大的作品,001,Intro
album,2022.07.15,最伟大的作品,002,最伟大的作品
album,2022.07.15,最伟大的作品,003,还在流浪
album,2022.07.15,最伟大的作品,004,说好不哭
album,2022.07.15,最伟大的作品,005,红颜如霜
album,2022.07.15,最伟大的作品,006,不爱我就拉倒
album,2022.07.15,最伟大的作品,007,Mojito
album,2022.07.15,最伟大的作品,008,错过的烟火
album,2022.07.15,最伟大的作品,009,等你下课
album,2022.07.15,最伟大的作品,010,粉色海洋
album,2022.07.15,最伟大的作品,011,倒影
album,2022.07.15,最伟大的作品,012,我是如此相信
single,2001.08.17,-,-,屋顶
single,2008.04.30,-,-,千山万水
single,2009.10.30,-,-,画沙
single,2010.10.22,-,-,阿爸
single,2011.02.20,-,-,天地一斗
single,2011.02.20,-,-,麦烝玮
single,2013.25.25,-,-,这所有的一切
single,2014.11.25,-,-,夜店咖
single,2016.01.06,-,-,Try
single,2023.12.21,-,-,圣诞星 (feat. 杨瑞代)
live,2002.09.29,-,-,The One演唱会-台北
live,2004.10.02,-,-,无与伦比演唱会
live,2007.11.10,-,-,世界巡回演唱会
live,2010.06.11,-,-,超时代演唱会
live,2013.05.17,-,-,魔天伦世界巡回演唱会
live,2016.06.30,-,-,地表最强世界巡回演唱会
