Type,Date,Album,No,Name
album,2012.09.29,One Chance新歌,020,最美的太阳
album,2012.09.29,One Chance新歌,021,一切都值得
album,2012.09.29,One Chance新歌,022,我们的歌
album,2012.09.29,One Chance新歌,023,北斗星的爱
album,2012.11.29,那些和我们打过招呼的爱情,001,原来你什么都不要
album,2012.11.29,那些和我们打过招呼的爱情,002,天空
album,2012.11.29,那些和我们打过招呼的爱情,003,领悟
album,2012.11.29,那些和我们打过招呼的爱情,004,突然想爱你
album,2012.11.29,那些和我们打过招呼的爱情,005,夜盲症
album,2012.11.29,那些和我们打过招呼的爱情,006,伤痕
album,2012.11.29,那些和我们打过招呼的爱情,007,街角的祝福
album,2012.11.29,那些和我们打过招呼的爱情,008,走路去纽约
album,2012.11.29,那些和我们打过招呼的爱情,009,就算全世界与我为敌
album,2012.11.29,那些和我们打过招呼的爱情,010,他不爱我
album,2013.12.18,爱，不解释,001,他不懂
album,2013.12.18,爱，不解释,002,两全
album,2013.12.18,爱，不解释,003,逆态度
album,2013.12.18,爱，不解释,004,你在哪里
album,2013.12.18,爱，不解释,005,我在这
album,2013.12.18,爱，不解释,006,爱，不解释
album,2013.12.18,爱，不解释,007,因为爱情来得不容易
album,2013.12.18,爱，不解释,008,Ripcord
album,2013.12.18,爱，不解释,009,演技派
album,2015.04.15,拾,001,剑心
album,2015.04.15,拾,002,浩瀚
album,2015.04.15,拾,003,搁浅
album,2015.04.15,拾,004,听
album,2015.04.15,拾,005,爱到最美是陪伴
album,2015.04.15,拾,006,My Sunshine
album,2015.04.15,拾,007,老婆
album,2015.04.15,拾,008,我在这里
album,2015.04.15,拾,009,爱的光芒
album,2015.04.15,拾,010,爱的供养
album,2015.04.15,拾,011,徒手
album,2015.04.15,拾,012,很奇怪我爱你
album,2015.04.15,拾,013,时光十年
album,2015.04.15,拾,014,闹啥子嘛闹
album,2016.08.20,越爱越强,001,越爱越强
album,2016.08.20,越爱越强,002,会孤单
album,2016.08.20,越爱越强,003,You're So Beautiful
album,2018.09.03,Just For Star洛杉矶音乐分享会,001,"爱,不解释 (Live)"
album,2018.09.03,Just For Star洛杉矶音乐分享会,002,今生今世 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,003,穿越人海 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,004,逆战 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,005,我们都一样 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,006,看月亮爬上来 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,007,云中的Angel (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,008,明天过后 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,009,他不懂 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,010,第一夫人 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,011,何必在一起 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,012,北斗星的爱 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,013,高飞 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,014,勿忘心安 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,015,恒星流星 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,016,最接近天堂的地方 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,017,仰望星空 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,018,最美的太阳 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,019,Marry Me (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,020,天下 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,021,剑心 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,022,一切都值得 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,023,秋天的童话 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,024,这，就是爱 (Live)
album,2018.09.03,Just For Star洛杉矶音乐分享会,025,很奇怪我爱你 (Live)
album,2018.10.12,未·LIVE,001,Intro
album,2018.10.12,未·LIVE,002,一路之下
album,2018.10.12,未·LIVE,003,Millionaire
album,2018.10.12,未·LIVE,004,做梦
album,2018.10.12,未·LIVE,005,Pretty White Lies
album,2018.10.12,未·LIVE,006,无药可救
album,2018.10.12,未·LIVE,007,JUMP
album,2018.10.12,未·LIVE,008,谁赢
album,2018.10.12,未·LIVE,009,Perfume
album,2018.10.12,未·LIVE,010,没说什么
album,2018.10.12,未·LIVE,011,Slow Down
album,2019.01.16,2018未·LIVE巡回演唱会,001,Intro + 最美的太阳 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,002,爱的传奇 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,003,好想大声说爱你 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,004,星星 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,005,天下 + 如歌 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,006,剑心 ＋ 三生三世 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,007,九妹 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,008,天上掉下个林妹妹 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,009,闹啥子嘛闹 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,010,仰望星空 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,011,少年中国说 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,012,娑婆世界 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,013,最接近天堂的地方 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,014,勿忘心安 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,015,My Sunshine + 回忆的独奏 + 他不懂 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,016,如果爱 + 第一夫人 + 花手绢 + 秋天的童话 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,017,Precious (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,018,给女儿的一封信 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,019,这，就是爱 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,020,Marry Me (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,021,一切都值得 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,022,年轻的战场 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,023,逆战 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,024,我们的歌 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,025,Pretty White Lies（善意谎言） (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,026,一路之下（Super Life） (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,027,燕归巢 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,028,我们都一样 (Live)
album,2019.01.16,2018未·LIVE巡回演唱会,029,北斗星的爱 (Live)
album,2020.04.28,爱人啊,001,爱人啊
album,2020.04.28,爱人啊,002,一个故事
album,2020.04.28,爱人啊,003,曾经如是
album,2020.06.24,Risk It All 声来无畏,001,Cure The World
album,2020.06.24,Risk It All 声来无畏,002,Risk It All
album,2020.06.24,Risk It All 声来无畏,003,Crash & Burn
album,2020.06.24,Risk It All 声来无畏,004,Don't Stress It
album,2020.06.24,Risk It All 声来无畏,005,Dance Floor
album,2020.06.24,Risk It All 声来无畏,006,Talk About It
album,2020.06.24,Risk It All 声来无畏,007,She's Hot
album,2020.06.24,Risk It All 声来无畏,008,Precious
album,2020.06.24,Risk It All 声来无畏,009,Wish I Was Yours Again
album,2020.06.24,Risk It All 声来无畏,010,Lost In The Stars
album,2020.06.24,Risk It All 声来无畏,011,Sound Diary Vol.1. To Be Loved By The World
album,2020.06.24,Risk It All 声来无畏,012,Sound Diary Vol.2. Music Bring Us Together
album,2020.06.24,Risk It All 声来无畏,013,Sound Diary Vol.3. Everything Is Gonna Be Fine
album,2020.07.23,听！我们的歌,001,这，就是爱
album,2020.07.23,听！我们的歌,002,他不懂
album,2020.07.23,听！我们的歌,003,勿忘心安
album,2020.07.23,听！我们的歌,004,明天过后
album,2020.07.23,听！我们的歌,005,高飞
album,2020.07.23,听！我们的歌,006,穿越人海
album,2020.07.23,听！我们的歌,007,逆战
album,2020.07.23,听！我们的歌,008,云中的Angel
album,2020.07.23,听！我们的歌,009,第一夫人
album,2020.07.23,听！我们的歌,010,最美的太阳
album,2020.07.23,听！我们的歌,011,仰望星空
album,2020.07.23,听！我们的歌,012,天下
album,2020.07.23,听！我们的歌,013,年轻的战场
album,2021.10.16,2019张杰未·LIVE巡回演唱会,001,一路之下 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,002,Perfume (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,003,Jump (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,004,Pretty white lies (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,005,天下+如歌+剑心+三生三世 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,006,九妹 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,007,我是来揍你的 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,008,闹啥子嘛闹 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,009,仰望星空 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,010,少年中国说 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,011,今生今世 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,012,最接近天堂的地方 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,013,勿忘心安 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,014,My Sunshine+何必在一起+他不懂+明天过后+第一夫人+花手绢+秋天的童话(Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,015,我在这 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,016,给女儿的一封信 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,017,这，就是爱 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,018,自己 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,019,当一颗星星 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,020,微笑着胜利 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,021,逆战 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,022,最美的太阳 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,023,好想大声说爱你 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,024,老歌串烧(Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,025,我们都一样 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,026,很奇怪我爱你 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,027,这就是爱 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,028,一路之下 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,029,做梦 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,030,Jump (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,031,天下+如歌+剑心+三生三世 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,032,九妹 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,033,天上掉下个林妹妹 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,034,闹啥子嘛闹 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,035,仰望星空 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,036,少年中国说 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,037,谜 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,038,最接近天堂的地方 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,039,勿忘心安 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,040,My Sunshine+你在哪里+他不懂+如果爱+第一夫人+花手绢+秋天的童话 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,041,明天过后 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,042,给女儿的一封信 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,043,说散就散 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,044,我们都一样 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,045,星星 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,046,你就不要想起我 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,047,一切都值得 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,048,年轻的战场 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,049,逆战 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,050,最美的太阳 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,051,Perfume(Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,052,Pretty White Lies (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,053,情深深雨蒙蒙 (Live)
album,2021.10.16,2019张杰未·LIVE巡回演唱会,054,北斗星的爱 (Live)
album,2021.10.26,值得更好的,001,你值得更好的
album,2021.10.26,值得更好的,002,彷彿昨天
album,2021.10.26,值得更好的,003,然後我們成了想成為的人
album,2021.10.26,值得更好的,004,看吶看
album,2021.10.26,值得更好的,005,染色體
album,2021.10.26,值得更好的,006,最用過心的
album,2021.10.26,值得更好的,007,又到梧桐吐綠時
album,2021.10.26,值得更好的,008,像真的一樣
album,2021.10.26,值得更好的,009,幸福的本能
album,2021.10.26,值得更好的,010,安忍
album,2022.12.20,外南街1982,001,白鸽天鹅
album,2022.12.20,外南街1982,002,辞海
album,2022.12.20,外南街1982,003,Layla蕾拉
album,2022.12.20,外南街1982,004,你你你
album,2022.12.20,外南街1982,005,托爱上我
album,2022.12.20,外南街1982,006,开不起玩笑
album,2022.12.20,外南街1982,007,世界欠你一个微笑^_^
album,2022.12.20,外南街1982,008,那 就是我們吗
album,2022.12.20,外南街1982,009,外南街小孩
album,2023.02.14,张杰未·LIVE「曜·北斗」,001,给女儿的一封信
album,2023.02.14,张杰未·LIVE「曜·北斗」,002,下一段旅程
album,2023.02.14,张杰未·LIVE「曜·北斗」,003,星火
album,2023.12.27,冬月初七,001,鲜艳的狂想
album,2023.12.27,冬月初七,002,忍受
album,2023.12.27,冬月初七,003,柔光燈
album,2024.03.22,要得,001,回
album,2024.03.22,要得,002,再生之地
album,2024.03.22,要得,003,穿堂风
album,2024.03.22,要得,004,月光下
album,2024.03.22,要得,005,老子数道三
album,2024.03.22,要得,006,张三丰
album,2024.03.22,要得,007,来我家
album,2024.03.22,要得,008,轻舟
album,2024.03.22,要得,009,宿命之眼
album,2024.03.22,要得,010,树呢
single,2008.01.17,-,-,美丽爱情
single,2009.12.21,-,-,等待你，上海
single,2010.01.14,-,-,8090的歌
single,2010.01.20,-,-,哭砂
single,2010.04.07,-,-,着魔
single,2011.06.10,-,-,我的青春在飞腾
single,2011.06.16,-,-,好好生活
single,2011.06.16,-,-,这里是神奇的赛尔号
single,2011.06.17,-,-,风华正茂
single,2014.08.16,-,-,点亮未来
single,2015.02.17,-,-,燕归巢
single,2015.04.17,-,-,直到世界尽头
single,2015.04.18,-,-,发光时代
single,2015.05.28,-,-,娑婆世界(《道士下山》電影主題曲)
single,2015.06.05,-,-,真相
single,2015.06.12,-,-,See the Lights
single,2017.01.12,-,-,三生三世
single,2017.06.09,-,-,Torches
single,2018.01.17,-,-,爱的传奇
single,2018.03.30,-,-,真假
single,2018.04.28,-,-,骄傲的选择
single,2018.05.11,-,-,只为美好
single,2018.05.11,-,-,给女儿的一封信
single,2018.07.31,-,-,微笑着胜利
single,2018.08.07,-,-,谜
single,2018.08.30,-,-,不想想你
single,2018.09.25,-,-,心光(電視劇《橙紅年代》插曲)
single,2018.10.09,-,-,LUCKY CHANCES
single,2018.12.17,-,-,我是来揍你的
single,2019.02.05,-,-,时间的远方
single,2019.02.19,-,-,相约世界
single,2019.07.06,-,-,蝴蝶知道她爱谁
single,2019.07.13,-,-,一念之间
single,2020.01.11,-,-,姜子牙
single,2020.01.16,-,-,全家福
single,2020.05.04,-,-,为你而战
single,2020.09.05,-,-,给妈咪 (2020重唱版)
single,2020.11.25,-,-,吞噬星空
single,2020.12.14,-,-,像一道光 (電視劇《巡迴檢察組》主題曲)
single,2020.12.14,-,-,别把我丢了
single,2020.12.18,-,-,跃进人海拥抱你 (電影《溫暖的抱抱》溫暖主題曲)
single,2021.01.06,-,-,新征程
single,2021.01.23,-,-,梦想新大陆
single,2021.02.26,-,-,亲戚
single,2021.04.12,-,-,向前冲
single,2021.05.20,-,-,跨过山海
single,2021.08.19,-,-,"从人海,到我们 (電視劇《理想之城》主題曲)"
single,2021.10.10,-,-,少年中国说
single,2021.10.29,-,-,世界是我们
single,2022.01.25,-,-,雪龙吟
single,2022.01.26,-,-,燃
single,2022.01.27,-,-,势不可挡
single,2022.02.01,-,-,中国梦·我的梦 (Live)
single,2022.03.18,-,-,Adrenaline (feat. 張傑)
single,2022.04.08,-,-,年轻人
single,2022.04.09,-,-,我们同唱一首歌
single,2022.04.23,-,-,云还在唱歌
single,2022.04.24,-,-,龙吟
single,2022.05.01,-,-,致吾辈
single,2022.05.06,-,-,我以青春敬年华
single,2022.05.26,-,-,天空有雨 伞下有你 (第十一屆國際愛滋病反歧視午餐日主題曲)
single,2022.05.29,-,-,一点
single,2022.07.01,-,-,朋友
single,2022.07.29,-,-,热血天然
single,2022.08.10,-,-,逆战·十年
single,2022.09.07,-,-,红尘录
single,2022.09.08,-,-,福
single,2022.09.25,-,-,我是守护的光
single,2022.09.25,-,-,荣耀
single,2022.10.01,-,-,奔腾
single,2022.10.15,-,-,问心
single,2022.12.08,-,-,Away
single,2022.12.28,-,-,不熄的光(《火影忍者》手遊重燃主題曲)
single,2022.12.30,-,-,我们都一样（回忆版）
single,2023.01.08,-,-,守护
single,2023.01.17,-,-,Maybe
single,2023.02.05,-,-,领航
single,2023.03.03,-,-,万人之间
single,2023.07.24,-,-,万物不如你 (古裝劇《長相思》主題曲)
single,2023.07.27,-,-,潜行者
single,2023.09.05,-,-,云之羽(《雲之羽》影視劇主題曲)
single,2023.09.22,-,-,坚如磐石
single,2023.09.26,-,-,满园芳华
single,2023.11.06,-,-,任我
single,2023.11.28,-,-,立剑
single,2023.12.30,-,-,天启 (影視劇《天啟異聞錄》主題曲)
single,2024.01.05,-,-,一个人的远方
single,2024.02.24,-,-,是龙
single,2024.04.03,-,-,自己
single,2024.05.04,-,-,追风赶月的人
single,2024.05.21,-,-,如梦
single,2024.08.08,-,-,有愿无恙
single,2024.08.10,-,-,金色的屋檐
single,2024.09.28,-,-,经过
single,2024.10.02,-,-,绽放
single,2024.10.22,-,-,明日破晓
single,2024.11.23,-,-,勇气之歌
single,2025.01.29,-,-,去未来一趟
live,2008.05.01,-,-,闪耀星空
live,2009.12.19,-,-,穿越人海
live,2010.11.13,-,-,这就是爱
live,2011.12.10,-,-,这就是爱
live,2012.12.12,-,-,这就是爱
live,2013.11.30,-,-,这就是爱
live,2015.01.10,-,-,为爱逆战
live,2016.02.21,-,-,Just For Star
live,2018.08.11,-,-,未·LIVE 北京
live,2019.08.10,-,-,未·Live-鸟巢站
live,2020.01.01,-,-,WE·LIVE
live,2020.07.30,-,-,听！我们的歌
live,2021.12.18,-,-,未·LIVE 曜·北斗
live,2023.01.07,-,-,线上演唱会
live,2023.12.31,-,-,未·你好吗
live,2024.12.31,-,-,未·你好吗
