Type,Date,Album,No,Name
album,2009.11.13,美丽的日子,015,心心相印
album,2009.11.13,美丽的日子,016,羽毛
album,2009.11.13,美丽的日子,017,翅膀
album,2009.11.13,美丽的日子,018,飞吧
album,2009.11.13,美丽的日子,019,青春考卷
album,2009.11.13,美丽的日子,020,爱情城堡
album,2009.11.13,美丽的日子,021,我会好好的
album,2009.11.13,美丽的日子,022,You Are My Only Love
album,2009.11.13,美丽的日子,023,手表
album,2009.11.13,美丽的日子,024,打起精神来
album,2009.11.13,美丽的日子,025,那年夏天宁静的海
album,2009.11.13,美丽的日子,026,原来这才是真的你
album,2009.11.13,美丽的日子,027,我和你
album,2009.11.13,美丽的日子,028,约定
album,2009.11.13,美丽的日子,029,迷你电影
album,2009.11.13,美丽的日子,030,蝴蝶
album,2009.11.13,美丽的日子,031,这就是爱
album,2009.11.13,美丽的日子,032,瞬间
album,2009.11.13,美丽的日子,033,日落前七分钟
album,2009.11.13,美丽的日子,034,还是好朋友
album,2009.11.13,美丽的日子,035,睁开眼
album,2009.11.13,美丽的日子,036,因为是你
album,2009.11.13,美丽的日子,037,当爱情来了
album,2009.11.13,美丽的日子,038,女生最怕
album,2009.11.13,美丽的日子,039,Baby Baby Tell Me
album,2009.11.13,美丽的日子,040,Beauty
album,2009.11.13,美丽的日子,041,这…
album,2009.11.13,美丽的日子,042,非Soul-Mate
album,2009.11.13,美丽的日子,043,恋爱节奏
album,2009.11.13,美丽的日子,044,糖罐子
album,2009.11.13,美丽的日子,045,爱的套餐
album,2009.11.13,美丽的日子,046,Honey
album,2009.11.13,美丽的日子,047,翘翘板
album,2009.11.13,美丽的日子,048,木马屠城记
album,2009.11.13,美丽的日子,049,失恋歌迷党
album,2009.11.13,美丽的日子,050,爱的滑翔翼
album,2009.11.13,美丽的日子,051,往幸福出发
album,2009.11.13,美丽的日子,052,DA DA DA
album,2009.11.13,美丽的日子,053,2005月光闪耀
album,2009.11.13,美丽的日子,054,爱你（电音版）
album,2009.11.13,美丽的日子,055,灰姑娘的眼泪（电音版）
album,2009.11.13,美丽的日子,056,睫毛弯弯
album,2009.11.13,美丽的日子,057,丢铜板
album,2009.11.13,美丽的日子,058,想和你
album,2009.11.13,美丽的日子,059,Woosa Woosa
album,2009.11.13,美丽的日子,060,爱的光点
album,2009.11.13,美丽的日子,061,太阳万岁
album,2009.11.13,美丽的日子,062,爱的天灵灵
album,2009.11.13,美丽的日子,063,火车快开
album,2009.11.13,美丽的日子,064,爱上了就不得了
album,2009.11.13,美丽的日子,065,衣橱的秘密
album,2009.11.13,美丽的日子,066,热爱
album,2009.11.13,美丽的日子,067,飘飘
album,2009.11.13,美丽的日子,068,泡泡糖
album,2009.11.13,美丽的日子,069,双人舞
album,2009.11.13,美丽的日子,070,幸福神偷
album,2009.11.13,美丽的日子,071,Hi Hi Bye Bye
album,2009.11.13,美丽的日子,072,水仙
album,2009.12.04,心电心,001,Happy Loving
album,2009.12.04,心电心,002,心电心
album,2009.12.04,心电心,003,我很好，那么你呢？
album,2009.12.04,心电心,004,别说
album,2009.12.04,心电心,005,我会更好
album,2009.12.04,心电心,006,喜欢你怎么办
album,2009.12.04,心电心,007,Shining
album,2009.12.04,心电心,008,很爱
album,2009.12.04,心电心,009,Mr. Honey
album,2009.12.04,心电心,010,小星星
album,2011.05.27,黏黏,001,想你想你
album,2011.05.27,黏黏,002,爱太空
album,2011.05.27,黏黏,003,陪我到以后
album,2011.05.27,黏黏,004,黏黏黏黏
album,2011.05.27,黏黏,005,摇滚吧姑娘
album,2011.05.27,黏黏,006,不哭
album,2011.05.27,黏黏,007,自行浪漫
album,2011.05.27,黏黏,008,下一页的我
album,2011.05.27,黏黏,009,一直幸福
album,2011.05.27,黏黏,010,爱的ATM
album,2012.11.30,爱不爱,001,爱不爱(Intro)
album,2012.11.30,爱不爱,002,爱不爱
album,2012.11.30,爱不爱,003,变成陌生人
album,2012.11.30,爱不爱,004,上了你的癮
album,2012.11.30,爱不爱,005,忘了我也不错(Intro)
album,2012.11.30,爱不爱,006,忘了我也不错
album,2012.11.30,爱不爱,007,任性情人
album,2012.11.30,爱不爱,008,爱情句型
album,2012.11.30,爱不爱,009,匿名的安慰
album,2012.11.30,爱不爱,010,你在哪里
album,2012.11.30,爱不爱,011,绝配(Intro)
album,2012.11.30,爱不爱,012,绝配
album,2012.11.30,爱不爱,013,立刻出发
album,2012.11.30,爱不爱,014,立刻出发(Outro)
album,2014.07.25,第10个王心凌,001,天使的偏执
album,2014.07.25,第10个王心凌,002,Baby Boy
album,2014.07.25,第10个王心凌,003,爱呢
album,2014.07.25,第10个王心凌,004,陈淑芬与林志豪
album,2014.07.25,第10个王心凌,005,"昨天, 今天"
album,2014.07.25,第10个王心凌,006,说不出的味道
album,2014.07.25,第10个王心凌,007,孤独的嘉年华
album,2014.07.25,第10个王心凌,008,碰碰
album,2014.07.25,第10个王心凌,009,两人份的幸福
album,2014.07.25,第10个王心凌,010,从未到过的地方
album,2015.12.04,敢要敢不要,001,BFF
album,2015.12.04,敢要敢不要,002,少女的祈祷
album,2015.12.04,敢要敢不要,003,敢要敢不要
album,2015.12.04,敢要敢不要,004,哭泣Baby
album,2015.12.04,敢要敢不要,005,给我多一些
album,2015.12.04,敢要敢不要,006,一点点
album,2015.12.04,敢要敢不要,007,远在眼前的你
album,2015.12.04,敢要敢不要,008,我懂了
album,2015.12.04,敢要敢不要,009,一个人的日子
album,2015.12.04,敢要敢不要,010,去远方
album,2018.12.07,CYNDILOVES2SING,001,在青春迷失的咖啡館
album,2018.12.07,CYNDILOVES2SING,002,披著羊皮的狼
album,2018.12.07,CYNDILOVES2SING,003,愛的重量
album,2018.12.07,CYNDILOVES2SING,004,生命中的美好缺憾
album,2018.12.07,CYNDILOVES2SING,005,教海鸥飞行的貓
album,2018.12.07,CYNDILOVES2SING,006,劈你的雷正在路上
album,2018.12.07,CYNDILOVES2SING,007,大眠
album,2018.12.07,CYNDILOVES2SING,008,到处不存在的我
album,2018.12.07,CYNDILOVES2SING,009,房客
album,2018.12.07,CYNDILOVES2SING,010,沉睡的森林
album,2020.09.20,My! Cyndi!,001,劈你的雷正在路上
album,2020.09.20,My! Cyndi!,002,彩虹的微笑
album,2020.09.20,My! Cyndi!,003,爱你
album,2020.09.20,My! Cyndi!,004,花的嘉纱
album,2020.09.20,My! Cyndi!,005,还是好朋友
album,2020.09.20,My! Cyndi!,006,我会好好的
album,2020.09.20,My! Cyndi!,007,月光
album,2020.09.20,My! Cyndi!,008,睫毛弯弯
album,2020.09.20,My! Cyndi!,009,组曲(爱的天灵灵+水仙+飘飘)
album,2020.09.20,My! Cyndi!,010,羽毛
album,2020.09.20,My! Cyndi!,011,明天见
album,2020.09.20,My! Cyndi!,012,黄昏晓
album,2020.09.20,My! Cyndi!,013,隐形的翅膀
album,2020.09.20,My! Cyndi!,014,暧昧
album,2020.09.20,My! Cyndi!,015,大眠
album,2020.09.20,My! Cyndi!,016,那年夏天宁静的海
album,2020.09.20,My! Cyndi!,017,这就是爱
album,2020.09.20,My! Cyndi!,018,第一次爱的人
album,2020.09.20,My! Cyndi!,019,Honey
album,2020.09.20,My! Cyndi!,020,当你
album,2020.09.20,My! Cyndi!,021,My! Cyndi!
album,2023.10.12,BITE BACK,001,Miss You The Most 最想你的
album,2023.10.12,BITE BACK,002,Bite Back
album,2023.10.12,BITE BACK,003,All In 对赌
album,2023.10.12,BITE BACK,004,Sugar High
album,2023.10.12,BITE BACK,005,Insincere 言不由衷
album,2023.10.12,BITE BACK,006,Exaggerated 浮夸
album,2023.10.12,BITE BACK,007,Just Break Up 一律建议分手吧
album,2023.10.12,BITE BACK,008,Sentimental 感情用事
album,2023.10.12,BITE BACK,009,Embracing Life'S Encounters 人间遇见
album,2023.10.12,BITE BACK,010,You Are Good Enough 忘了说，你已经很好了
single,2003.09.23,-,-,煎熬
single,2008.02.11,-,-,Touch Me!
single,2008.10.17,-,-,Na Na Na
single,2009.11.18,-,-,暮光操场
single,2016.09.21,-,-,冤家路窄
single,2018.05.03,-,-,境迁(独唱版)
single,2020.10.15,-,-,女孩们
single,2021.03.09,-,-,心灵的冒险
single,2023.07.04,-,-,像我们从前
single,2023.12.08,-,-,星愿
single,2024.04.12,-,-,Phone人院 (OFFLINE)
single,2024.06.03,-,-,观雪
live,2004.06.26,-,-,梦幻游园地
live,2005.04.02,-,-,Honey演唱会
live,2006.01.14,-,-,Cyndi with U No.1庆功演唱会
live,2019.01.25,-,-,Cyndi Loves 2 Sing 爱。心凌
live,2020.12.06,-,-,「私·心」线上音乐会
